record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,madein,Firme,heel,lenght,mainmaterial,Categorie,Produzione,Sottocategorie,Promo,Discount Percentage,season,color,Warehouse2,bicolors,Genere,productname,model_id,barcode,model_size,model_quantity
MODEL,101196," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289047,883901109771,NOSIZE,6
PRODUCT,101195,Calvin Klein,CK5425S,CK5425S_610,1,138.00,49.00,25.00,,0.70,https://www.brandsdistribution.com/prod/stock_product_image_101195_2146821671.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101195_1529326487.jpg," ",Italy,Calvin Klein," "," "," ",accessories,italy,Occhiali da sole," "," ",ss,red," ","darkred,salmon",women," "," "," "," "," "
MODEL,101195," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289046,883901110159,NOSIZE,1
PRODUCT,101194,Calvin Klein,CK5425S,CK5425S_330,8,138.00,49.00,25.00,,0.70,https://www.brandsdistribution.com/prod/stock_product_image_101194_206601344.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101194_596634987.jpg," ",Italy,Calvin Klein," "," "," ",accessories,italy,Occhiali da sole," "," ",ss,green," ",teal,women," "," "," "," "," "
MODEL,101194," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289045,883901110142,NOSIZE,8
PRODUCT,101193,Calvin Klein,CK5416S,CK5416S_502,3,138.00,49.00,25.00,,0.70,https://www.brandsdistribution.com/prod/stock_product_image_101193_1061750052.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101193_89418211.jpg," ",Italy,Calvin Klein," "," "," ",accessories,italy,Occhiali da sole," "," ",ss,blue," ","blue,orangered",unisex," "," "," "," "," "
MODEL,101193," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289044,883901109894,NOSIZE,3
PRODUCT,101173,Michael Kors,32S5GTVE9L,32S5GTVE9L_187_SOFTPINK,4,160.00,130.00,80.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101173_696471010.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101173_1495802277.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101173_1726326104.jpg,Bangladesh,Michael Kors," "," ",leather,accessories," ",Portafoglio," "," ",all-year,pink," ",papayawhip,women," "," "," "," "," "
MODEL,101173," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289024,190864504407,NOSIZE,4
PRODUCT,101172,Prada,1BG158,1BG158_QXOV_OWW_ARDESIA,1,625.00,500.00,325.00,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_101172_1582571129.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101172_1577527215.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101172_1609733991.jpg,India,Prada," "," "," ",bags," ",A spalla," "," ",all-year,grey," ",gray,women," "," "," "," "," "
MODEL,101172," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289023,8056382728232,NOSIZE,1
PRODUCT,101168,Prada,1BG228,1BG228_QXOV_OLO_CAFFE,3,750.00,600.00,390.00,,3.00,https://www.brandsdistribution.com/prod/stock_product_image_101168_1713260282.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101168_1134218786.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101168_2146683582.jpg,,Prada," "," "," ",bags," ",A spalla," "," ",all-year,brown," ",saddlebrown,women," "," "," "," "," "
MODEL,101168," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289019,8056382796880,NOSIZE,3
PRODUCT,101157,Dunlop,35458,35458_26_NERO,94,44.90,34.90,22.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101157_920964589.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101157_1567006360.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101157_1222860188.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,black," ",black,men," "," "," "," "," "
MODEL,101157," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289003,8050750408856,EU 40,8
MODEL,101157," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289004,8050750408863,EU 41,16
MODEL,101157," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289005,8050750408870,EU 42,24
MODEL,101157," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289006,8050750408887,EU 43,24
MODEL,101157," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289007,8050750408894,EU 44,15
MODEL,101157," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289008,8050750408900,EU 45,7
PRODUCT,101156,Dunlop,35458,35458_147_KAKI,98,44.90,34.90,22.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101156_1168857015.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101156_522649094.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101156_2103163887.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,green," ",darkolivegreen,men," "," "," "," "," "
MODEL,101156," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288997,8050750408795,EU 40,9
MODEL,101156," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288998,8050750408801,EU 41,16
MODEL,101156," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288999,8050750408818,EU 42,25
MODEL,101156," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289000,8050750408825,EU 43,23
MODEL,101156," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289001,8050750408832,EU 44,16
MODEL,101156," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",289002,8050750408849,EU 45,9
PRODUCT,101155,Dunlop,35447,35447_15_TAUPE,79,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101155_1730732177.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101155_1720810739.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101155_1384502480.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,brown," ","tan,gray",men," "," "," "," "," "
MODEL,101155," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288991,8050750408733,EU 40,5
MODEL,101155," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288992,8050750408740,EU 41,14
MODEL,101155," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288993,8050750408757,EU 42,19
MODEL,101155," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288994,8050750408764,EU 43,19
MODEL,101155," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288995,8050750408771,EU 44,15
MODEL,101155," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288996,8050750408788,EU 45,7
PRODUCT,101154,Dunlop,35447,35447_107_MARINO,73,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101154_1380619185.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101154_884163093.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101154_1021488253.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,blue," ",navy,men," "," "," "," "," "
MODEL,101154," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288985,8050750408672,EU 40,4
MODEL,101154," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288986,8050750408689,EU 41,11
MODEL,101154," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288987,8050750408696,EU 42,19
MODEL,101154," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288988,8050750408702,EU 43,21
MODEL,101154," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288989,8050750408719,EU 44,13
MODEL,101154," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288990,8050750408726,EU 45,5
PRODUCT,101153,Dunlop,35439,35439_19_GRIGIO,64,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101153_416481574.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101153_643616267.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101153_950798476.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,grey," ","gainsboro,black",men," "," "," "," "," "
MODEL,101153," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288979,8050750408610,EU 40,1
MODEL,101153," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288980,8050750408627,EU 41,9
MODEL,101153," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288981,8050750408634,EU 42,18
MODEL,101153," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288982,8050750408641,EU 43,20
MODEL,101153," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288983,8050750408658,EU 44,12
MODEL,101153," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288984,8050750408665,EU 45,4
PRODUCT,101152,Dunlop,35439,35439_107_MARINO,50,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101152_75015584.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101152_1957484932.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101152_1078350528.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,blue," ","navy,sienna",men," "," "," "," "," "
MODEL,101152," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288973,8050750408559,EU 40,1
MODEL,101152," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288974,8050750408566,EU 41,3
MODEL,101152," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288975,8050750408573,EU 42,17
MODEL,101152," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288976,8050750408580,EU 43,17
MODEL,101152," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288977,8050750408597,EU 44,10
MODEL,101152," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288978,8050750408603,EU 45,2
PRODUCT,101151,Dunlop,35455,35455_57_BEIGE,97,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101151_1327752443.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101151_994224137.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101151_542224777.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,brown," ",tan,men," "," "," "," "," "
MODEL,101151," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288967,8050750408498,EU 40,9
MODEL,101151," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288968,8050750408504,EU 41,17
MODEL,101151," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288969,8050750408511,EU 42,26
MODEL,101151," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288970,8050750408528,EU 43,24
MODEL,101151," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288971,8050750408535,EU 44,14
MODEL,101151," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288972,8050750408542,EU 45,7
PRODUCT,101150,Dunlop,35455,35455_107_MARINO,107,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101150_1543691065.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101150_1983903059.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101150_1601130015.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,blue," ",navy,men," "," "," "," "," "
MODEL,101150," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288961,8050750408436,EU 40,9
MODEL,101150," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288962,8050750408443,EU 41,18
MODEL,101150," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288963,8050750408450,EU 42,27
MODEL,101150," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288964,8050750408467,EU 43,28
MODEL,101150," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288965,8050750408474,EU 44,17
MODEL,101150," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288966,8050750408481,EU 45,8
PRODUCT,101149,Dunlop,35421,35421_6_BIANCO,115,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101149_1450558771.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101149_711696088.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101149_483578020.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,white," ",white,men," "," "," "," "," "
MODEL,101149," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288955,8050750408375,EU 40,10
MODEL,101149," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288956,8050750408382,EU 41,19
MODEL,101149," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288957,8050750408399,EU 42,30
MODEL,101149," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288958,8050750408405,EU 43,27
MODEL,101149," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288959,8050750408412,EU 44,19
MODEL,101149," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288960,8050750408429,EU 45,10
PRODUCT,101148,Dunlop,35421,35421_26_NERO,86,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101148_1890427544.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101148_1194990942.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101148_1758144549.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,black," ","black,red",men," "," "," "," "," "
MODEL,101148," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288949,8050750408313,EU 40,6
MODEL,101148," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288950,8050750408320,EU 41,17
MODEL,101148," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288951,8050750408337,EU 42,24
MODEL,101148," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288952,8050750408344,EU 43,20
MODEL,101148," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288953,8050750408351,EU 44,15
MODEL,101148," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288954,8050750408368,EU 45,4
PRODUCT,101147,Dunlop,35444,35444_23_MARRONE,91,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101147_1663698103.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101147_762473835.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101147_438616997.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,brown," ","saddlebrown,navy",men," "," "," "," "," "
MODEL,101147," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288943,8050750408252,EU 40,13
MODEL,101147," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288944,8050750408269,EU 41,10
MODEL,101147," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288945,8050750408276,EU 42,27
MODEL,101147," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288946,8050750408283,EU 43,23
MODEL,101147," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288947,8050750408290,EU 44,5
MODEL,101147," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288948,8050750408306,EU 45,13
PRODUCT,101146,Dunlop,35444,35444_107_MARINO,79,39.90,29.90,19.90,,1.60,https://www.brandsdistribution.com/prod/stock_product_image_101146_1378447228.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101146_1554866258.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101146_498613179.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,blue," ","navy,sienna",men," "," "," "," "," "
MODEL,101146," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288937,8050750408191,EU 40,9
MODEL,101146," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288939,8050750408214,EU 42,23
MODEL,101146," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288940,8050750408221,EU 43,20
MODEL,101146," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288941,8050750408238,EU 44,22
MODEL,101146," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288942,8050750408245,EU 45,5
PRODUCT,101145,Dunlop,35328,35328_26_NERO,86,39.90,29.90,19.90,,1.40,https://www.brandsdistribution.com/prod/stock_product_image_101145_1615935689.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101145_2078370365.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101145_2089515776.jpg,China,Dunlop," "," "," ",shoes," ",Sneakers," "," ",fw,black," ",black,men," "," "," "," "," "
MODEL,101145," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288931,8050750408139,EU 40,6
MODEL,101145," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288932,8050750408146,EU 41,15
MODEL,101145," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288933,8050750408153,EU 42,23
MODEL,101145," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288934,8050750408160,EU 43,23
MODEL,101145," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288935,8050750408177,EU 44,11
MODEL,101145," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288936,8050750408184,EU 45,8
PRODUCT,101144,Guess,GU6843,GU6843_91B,17,119.00,39.90,19.90,,0.70,https://www.brandsdistribution.com/prod/stock_product_image_101144_1828858222.jpg," "," ",China,Guess," "," "," ",accessories," ",Occhiali da sole," "," ",ss,blue," ",blue,men," "," "," "," "," "
MODEL,101144," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288930,664689698417,NOSIZE,17
PRODUCT,101137,Guess,TAYA_HWFF42_4609,TAYA_HWFF42_4609_EMERALD,2,159.00,128.00,70.00,,2.50,https://www.brandsdistribution.com/prod/stock_product_image_101137_888647098.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101137_1718290229.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101137_1697919635.jpg,China,Guess," "," "," ",bags," ",A mano," "," ",ss,green," ","darkgreen,blue",women," "," "," "," "," "
MODEL,101137," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288900,885935530798,NOSIZE,2
PRODUCT,101135,Versace Jeans,YTBSQ5,YTBSQ5_MBX_WHITE-BLACK,8,54.00,38.00,19.00,,1.00,https://www.brandsdistribution.com/prod/stock_product_image_101135_1074700236.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101135_28812033.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101135_2088598519.jpg,China,Versace Jeans," "," "," ",shoes," ",Infradito e Ciabatte," "," ",ss,white," ","white,black",men," "," "," "," "," "
MODEL,101135," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288893,8057006871518,EU 40,1
MODEL,101135," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288894,8057006871525,EU 41,2
MODEL,101135," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288897,8057006871549,EU 44,5
PRODUCT,101133,Versace Jeans,YTBSQ5,YTBSQ5_239_BLUE,11,54.00,38.00,19.00,,1.00,https://www.brandsdistribution.com/prod/stock_product_image_101133_66855035.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101133_1948980746.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101133_715398980.jpg,China,Versace Jeans," "," "," ",shoes," ",Infradito e Ciabatte," "," ",ss,blue," ",blue,men," "," "," "," "," "
MODEL,101133," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288881,8057006871396,EU 40,2
MODEL,101133," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288882,8057006871402,EU 41,4
MODEL,101133," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288884,8057006871419,EU 43,1
MODEL,101133," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288885,8057006871426,EU 44,4
PRODUCT,101096,Versace Jeans,B3GTB7S1_11620,B3GTB7S1_11620_003,16,159.00,112.00,56.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101096_2087111865.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101096_1282256138.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101096_957662202.jpg,Albania,Versace Jeans," "," ",cotton,clothing," ",T-shirt," "," ",ss,white," ",white,men," "," "," "," "," "
MODEL,101096," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288669,8057006936910,S,2
MODEL,101096," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288670,8057006818964,M,1
MODEL,101096," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288671,8057006936927,L,7
MODEL,101096," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288672,8057006936934,XL,5
MODEL,101096," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288673,8057006936941,XXL,1
PRODUCT,101095,Versace Jeans,B3GTB7PE_90134,B3GTB7PE_90134_899,33,174.00,122.00,61.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101095_929308247.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101095_1171952132.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101095_1784474809.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,black," ","black,gold",men," "," "," "," "," "
MODEL,101095," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288664,8057006916455,46,5
MODEL,101095," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288665,8057006818940,48,9
MODEL,101095," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288666,8057006916462,50,9
MODEL,101095," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288667,8057006916479,52,5
MODEL,101095," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288668,8057006916486,54,5
PRODUCT,101093,Versace Jeans,B3GTB7P8_36610,B3GTB7P8_36610_003,28,159.00,112.00,56.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101093_68795824.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101093_858865457.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101093_1228133366.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,white," ","white,red",men," "," "," "," "," "
MODEL,101093," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288654,8057006916301,46,4
