record_type,product_id,brand,name,code,product_quantity,street_price,suggested_price,price_novat,plain_description,weight,picture 1,picture 2,picture 3,madein,Firme,heel,lenght,mainmaterial,Categorie,Produzione,Sottocategorie,Promo,Discount Percentage,season,color,Warehouse2,bicolors,Genere,productname,model_id,barcode,model_size,model_quantity
MODEL,101093," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288655,8057006916318,48,6
MODEL,101093," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288656,8057006916325,50,9
MODEL,101093," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288657,8057006916332,52,4
MODEL,101093," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288658,8057006916349,54,5
PRODUCT,101091,Versace Jeans,B3GTB7P7_36610,B3GTB7P7_36610_221,63,117.00,82.00,41.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101091_1779235067.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101091_1551436753.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101091_1962483351.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,blue," ",navy,men," "," "," "," "," "
MODEL,101091," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288644,8057006916158,46,10
MODEL,101091," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288645,8057006916165,48,20
MODEL,101091," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288646,8057006916172,50,20
MODEL,101091," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288647,8057006916189,52,10
MODEL,101091," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288648,8057006916196,54,3
PRODUCT,101090,Versace Jeans,B3GTB7P7_36610,B3GTB7P7_36610_003,9,117.00,82.00,41.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101090_1117822130.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101090_1032171649.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101090_1385337832.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,white," ",white,men," "," "," "," "," "
MODEL,101090," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288639,8057006916073,46,3
MODEL,101090," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288640,8057006916080,48,3
MODEL,101090," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288641,8057006916097,50,3
PRODUCT,101087,Versace Jeans,B3GTB7P4_36571,B3GTB7P4_36571_899,1,159.00,112.00,56.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101087_1066670067.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101087_1899835405.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101087_311747770.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,black," ","black,gold",men," "," "," "," "," "
MODEL,101087," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288628,8057006915663,54,1
PRODUCT,101086,Versace Jeans,B3GTB7P3_36571,B3GTB7P3_36571_899,46,108.00,76.00,38.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101086_1969049696.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101086_793077469.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101086_1018278390.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,black," ",black,men," "," "," "," "," "
MODEL,101086," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288619,8057006915465,46,10
MODEL,101086," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288620,8057006915472,48,13
MODEL,101086," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288621,8057006915489,50,16
MODEL,101086," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288622,8057006915496,52,5
MODEL,101086," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288623,8057006915502,54,2
PRODUCT,101085,Versace Jeans,B3GTB7P3_36571,B3GTB7P3_36571_531,58,108.00,76.00,38.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101085_739087879.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101085_1201519442.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101085_816957075.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,red," ",red,men," "," "," "," "," "
MODEL,101085," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288614,8057006915397,46,10
MODEL,101085," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288615,8057006818216,48,20
MODEL,101085," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288616,8057006915403,50,17
MODEL,101085," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288617,8057006915410,52,8
MODEL,101085," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288618,8057006915427,54,3
PRODUCT,101084,Versace Jeans,B3GTB7P3_36571,B3GTB7P3_36571_221,61,108.00,76.00,38.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101084_71121069.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101084_203729725.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101084_1094427816.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,blue," ",navy,men," "," "," "," "," "
MODEL,101084," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288609,8057006915250,46,10
MODEL,101084," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288610,8057006915267,48,19
MODEL,101084," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288611,8057006915274,50,19
MODEL,101084," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288612,8057006915281,52,8
MODEL,101084," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288613,8057006915298,54,5
PRODUCT,101083,Versace Jeans,B3GTB7P0_36571,B3GTB7P0_36571_Y6A,16,117.00,82.00,41.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101083_882507025.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101083_1432500092.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101083_314880514.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,black," ","black,gold",men," "," "," "," "," "
MODEL,101083," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288605,8057006914512,48,5
MODEL,101083," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288606,8057006914529,50,5
MODEL,101083," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288607,8057006914536,52,6
PRODUCT,101082,Versace Jeans,B3GTB7P0_36571,B3GTB7P0_36571_531,41,117.00,82.00,41.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101082_1324556901.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101082_1610877264.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101082_1729950188.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,red," ","red,black",men," "," "," "," "," "
MODEL,101082," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288599,8057006914420,46,6
MODEL,101082," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288600,8057006914437,48,13
MODEL,101082," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288601,8057006914444,50,15
MODEL,101082," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288602,8057006914451,52,5
MODEL,101082," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288603,8057006914468,54,2
PRODUCT,101081,Versace Jeans,B3GTB7P0_36571,B3GTB7P0_36571_221,59,117.00,82.00,41.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101081_1644414902.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101081_735305109.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101081_661575808.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",Polo," "," ",ss,blue," ",navy,men," "," "," "," "," "
MODEL,101081," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288594,8057006914307,46,9
MODEL,101081," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288595,8057006818070,48,19
MODEL,101081," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288596,8057006914314,50,17
MODEL,101081," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288597,8057006914321,52,10
MODEL,101081," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288598,8057006914338,54,4
PRODUCT,101079,Versace Jeans,B3GTB76S_36620,B3GTB76S_36620_003,52,81.00,58.00,29.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101079_1970161249.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101079_198746487.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101079_604165582.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",T-shirt," "," ",ss,white," ",white,men," "," "," "," "," "
MODEL,101079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288584,8057006913928,S,8
MODEL,101079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288585,8057006913935,M,14
MODEL,101079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288586,8057006913942,L,15
MODEL,101079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288587,8057006913959,XL,10
MODEL,101079," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288588,8057006913966,XXL,5
PRODUCT,101076,Versace Jeans,B3GTB76R_36610,B3GTB76R_36610_221,43,84.00,60.00,30.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101076_1591123441.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101076_2121248112.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101076_379292532.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",T-shirt," "," ",ss,blue," ",navy,men," "," "," "," "," "
MODEL,101076," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288569,8057006913713,S,6
MODEL,101076," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288570,8057006913720,M,13
MODEL,101076," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288571,8057006913737,L,16
MODEL,101076," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288572,8057006913744,XL,5
MODEL,101076," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288573,8057006913751,XXL,3
PRODUCT,101073,Versace Jeans,B3GTB76O_36620,B3GTB76O_36620_221,42,135.00,96.00,48.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101073_217559555.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101073_1412720454.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101073_62304295.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",T-shirt," "," ",ss,blue," ","navy,silver",men," "," "," "," "," "
MODEL,101073," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288554,8057006913058,S,5
MODEL,101073," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288555,8057006816892,M,15
MODEL,101073," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288556,8057006913065,L,15
MODEL,101073," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288557,8057006913072,XL,6
MODEL,101073," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288558,8057006913089,XXL,1
PRODUCT,101072,Versace Jeans,B3GTB76O_36620,B3GTB76O_36620_003,5,135.00,96.00,48.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101072_1914680872.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101072_1628602584.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101072_1323595621.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",T-shirt," "," ",ss,white," ","white,gold",men," "," "," "," "," "
MODEL,101072," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288551,8057006913003,L,5
PRODUCT,101071,Versace Jeans,B3GTB76J_36610,B3GTB76J_36610_899,40,126.00,90.00,45.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101071_1624271023.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101071_1896551784.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101071_644111256.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",T-shirt," "," ",ss,black," ","black,pink",men," "," "," "," "," "
MODEL,101071," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288544,8057006912730,S,5
MODEL,101071," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288545,8057006912747,M,13
MODEL,101071," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288546,8057006912754,L,13
MODEL,101071," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288547,8057006912761,XL,7
MODEL,101071," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288548,8057006912778,XXL,2
PRODUCT,101070,Versace Jeans,B3GTB76J_36610,B3GTB76J_36610_228,56,126.00,90.00,45.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101070_398182470.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101070_316720341.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101070_579599527.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",T-shirt," "," ",ss,blue," ","dodgerblue,black",men," "," "," "," "," "
MODEL,101070," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288539,8057006912679,S,7
MODEL,101070," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288540,8057006816830,M,18
MODEL,101070," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288541,8057006912686,L,18
MODEL,101070," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288542,8057006912693,XL,8
MODEL,101070," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288543,8057006912709,XXL,5
PRODUCT,101069,Versace Jeans,B3GTB76J_36610,B3GTB76J_36610_130,30,126.00,90.00,45.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101069_1090823340.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101069_1606155345.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101069_846564663.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",T-shirt," "," ",ss,green," ","forestgreen,black",men," "," "," "," "," "
MODEL,101069," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288534,8057006912549,S,5
MODEL,101069," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288535,8057006912556,M,6
MODEL,101069," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288536,8057006912563,L,9
MODEL,101069," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288537,8057006912570,XL,5
MODEL,101069," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",288538,8057006912587,XXL,5
PRODUCT,101068,Versace Jeans,B3GTB76J_36610,B3GTB76J_36610_003,29,126.00,90.00,45.00,,0.50,https://www.brandsdistribution.com/prod/stock_product_image_101068_409256371.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101068_1220167847.jpg,https://www.brandsdistribution.com/prod/stock_product_image_101068_1323996115.jpg,Turkey,Versace Jeans," "," ",cotton,clothing," ",T-shirt," "," ",ss,white," ","white,black",men," "," "," "," "," "
